Origin,Destination,Flight Number,Departure Time,Arrival Time,Flight Time,Routing,Days Of Operations,Connection Flight No,Effective From,EffectiveTo
Patna,Ahmedabad,G8 2512,11:15,18:35,07:20,Via DEL,Daily,G8 717,45024,45046
Patna,Ahmedabad,G8 2512,11:15,21:45,10:30,Via DEL,Daily,G8 713,45024,45046
Patna,Ahmedabad,G8 273,08:05,19:30,11:25,Via BLR,Daily,G8 803,45026,45046
Patna,Ahmedabad,G8 352,13:35,20:40,07:05,Via BOM,Daily,G8 364,45024,45047
Patna,Amritsar,G8 352,13:35,20:50,07:15,Via BOM,Daily,G8 2417,45024,45047
Patna,Bengaluru,G8 352,13:35,00:30,10:55,Via BOM,Daily,G8 325,45024,45039
Patna,Bengaluru,G8 352,13:35,00:30,10:55,Via BOM,"Tu,W,F,Sa,Su",G8 325,45040,45043
Patna,Bengaluru,G8 352,13:35,01:10,11:35,Via BOM,"M,Th",G8 325,45040,45043
Patna,Bengaluru,G8 2512,11:15,23:20,12:05,Via DEL,Daily,G8 119,45024,45046
Patna,Bengaluru,G8 273,08:05,10:40,02:35,Non Stop,Daily,-,45024,45046
Patna,Bengaluru,G8 352,13:35,00:30,10:55,Via BOM,Daily,G8 325,45044,45047
Patna,Chandigarh,G8 352,13:35,21:05,07:30,Via BOM,Daily,G8 2506,45024,45040
Patna,Chandigarh,G8 352,13:35,21:35,08:00,Via BOM,"Tu,W,Th,F,Sa",G8 2506,45041,45045
Patna,Chandigarh,G8 352,13:35,21:05,07:30,Via BOM,Daily,G8 2506,45040,45047
Patna,Chennai,G8 352,13:35,02:30,12:55,Via BOM,Sa,G8 4305,45031,45031
Patna,Chennai,G8 352,13:35,02:30,12:55,Via BOM,Sa,G8 4305,45045,45045
Patna,Chennai,G8 352,13:35,00:55,11:20,Via BOM,Sa,G8 4305,45046,45047
Patna,Delhi,G8 2512,11:15,13:10,01:55,Non Stop,Daily,-,45024,45046
Patna,Goa,G8 273,08:05,16:55,08:50,Via BLR,Daily,G8 285,45024,45046
Patna,Goa,G8 352,13:35,23:30,09:55,Via BOM,Daily,G8 384,45024,45047
Patna,Hyderabad,G8 2512,11:15,23:10,11:55,Via DEL,Daily,G8 422,45024,45046
Patna,Jaipur,G8 352,13:35,22:30,08:55,Via BOM,Daily,G8 2607,45024,45047
Patna,Kochi,G8 273,08:05,18:15,10:10,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45025,45027
Patna,Kochi,G8 273,08:05,18:50,10:45,Via BLR,W,G8 542,45028,45028
Patna,Kochi,G8 273,08:05,18:50,10:45,Via BLR,W,G8 542,45035,45035
Patna,Kochi,G8 273,08:05,18:50,10:45,Via BLR,W,G8 542,45042,45042
Patna,Kochi,G8 273,08:05,17:40,09:35,Via BLR,"M,Tu,Th,F,Sa,Su",G8 542,45028,45046
Patna,Kuwait,G8 352,13:35,22:45,11:40,Via BOM,"M,Th",G8 79,45024,45025
Patna,Kuwait,G8 352,13:35,22:45,11:40,Via BOM,"M,Th",G8 79,45027,45047
Patna,Mumbai,G8 273,08:05,23:55,15:50,Via BLR,Daily,G8 399,45024,45027
Patna,Mumbai,G8 273,08:05,23:55,15:50,Via BLR,Daily,G8 399,45026,45039
Patna,Mumbai,G8 2512,11:15,01:00,13:45,Via DEL,Daily,G8 354,45024,45040
Patna,Mumbai,G8 273,08:05,22:50,14:45,Via BLR,"M,Th",G8 399,45040,45040
Patna,Mumbai,G8 273,08:05,22:50,14:45,Via BLR,Th,G8 399,45041,45043
Patna,Mumbai,G8 2512,11:15,01:00,13:45,Via DEL,Daily,G8 354,45046,45046
Patna,Mumbai,G8 2512,11:15,20:55,09:40,Via DEL,Daily,G8 323,45024,45046
Patna,Mumbai,G8 2512,11:15,16:15,05:00,Via DEL,Daily,G8 336,45024,45046
Patna,Mumbai,G8 273,08:05,23:55,15:50,Via BLR,"M,Tu,W,F,Sa,Su",G8 399,45041,45046
Patna,Mumbai,G8 352,13:35,16:05,02:30,Non Stop,Daily,-,45024,45047
Patna,Nagpur,G8 2512,11:15,19:30,08:15,Via DEL,Daily,G8 2519,45024,45046
Patna,Nagpur,G8 352,13:35,20:15,06:40,Via BOM,Daily,G8 344,45024,45047
Patna,Phuket,G8 352,13:35,11:15,20:10,Via BOM,"M,W,F,Sa",G8 21,45025,45029
Patna,Phuket,G8 352,13:35,11:15,20:10,Via BOM,Daily,G8 21,45026,45031
Patna,Phuket,G8 352,13:35,11:15,20:10,Via BOM,"M,W,F,Sa",G8 21,45032,45043
Patna,Phuket,G8 352,13:35,11:15,20:10,Via BOM,Daily,G8 21,45044,45045
Patna,Phuket,G8 352,13:35,11:15,20:10,Via BOM,"M,W,F,Sa",G8 21,45046,45047
Patna,Pune,G8 2512,11:15,20:35,09:20,Via DEL,Daily,G8 171,45024,45034
Patna,Pune,G8 2512,11:15,20:35,09:20,Via DEL,W,G8 171,45035,45035
Patna,Pune,G8 2512,11:15,20:35,09:20,Via DEL,Daily,G8 171,45033,45046
Patna,Pune,G8 2512,11:15,22:05,10:50,Via DEL,Daily,G8 275,45024,45046
Patna,Pune,G8 2512,11:15,19:05,07:50,Via DEL,Daily,G8 2513,45024,45046
Patna,Pune,G8 273,08:05,20:00,11:55,Via BLR,Daily,G8 241,45024,45046
Patna,Srinagar,G8 2512,11:15,17:15,06:00,Via DEL,"M,Tu,W,Th",G8 187,45024,45046
Patna,Varanasi,G8 273,08:05,18:35,10:30,Via BLR,Daily,G8 407,45024,45027
Patna,Varanasi,G8 273,08:05,19:45,11:40,Via BLR,Daily,G8 407,45026,45028
Patna,Varanasi,G8 273,08:05,18:05,10:00,Via BLR,Daily,G8 407,45026,45039
Patna,Varanasi,G8 273,08:05,17:40,09:35,Via BLR,Daily,G8 407,45040,45040
Patna,Varanasi,G8 273,08:05,17:40,09:35,Via BLR,Th,G8 407,45043,45043
Patna,Varanasi,G8 273,08:05,18:05,10:00,Via BLR,"M,Tu,W,F,Sa,Su",G8 407,45041,45046
Phuket,Abu Dhabi,G8 22,12:15,22:30,13:15,Via BOM,"Tu,W,F,Sa,Su",G8 5,45025,45025
Phuket,Abu Dhabi,G8 22,12:15,00:05,14:50,Via BOM,Th,G8 5,45026,45029
Phuket,Abu Dhabi,G8 22,12:15,22:30,13:15,Via BOM,"Tu,Sa,Su",G8 5,45026,45030
Phuket,Abu Dhabi,G8 22,12:15,22:30,13:15,Via BOM,"Tu,W,F,Sa,Su",G8 5,45031,45032
Phuket,Abu Dhabi,G8 22,12:15,00:05,14:50,Via BOM,"M,Th",G8 5,45032,45032
Phuket,Abu Dhabi,G8 22,12:15,00:05,14:50,Via BOM,Th,G8 5,45033,45043
Phuket,Abu Dhabi,G8 22,12:15,22:30,13:15,Via BOM,"Tu,Sa,Su",G8 5,45033,45044
Phuket,Abu Dhabi,G8 22,12:15,22:30,13:15,Via BOM,"Tu,W,F,Sa,Su",G8 5,45045,45046
Phuket,Ahmedabad,G8 22,12:15,20:40,09:55,Via BOM,Daily,G8 364,45024,45025
Phuket,Ahmedabad,G8 22,12:15,20:40,09:55,Via BOM,"Tu,Th,Sa,Su",G8 364,45026,45030
Phuket,Ahmedabad,G8 74,14:45,07:35,18:20,Via DEL,"M,W,F,Su",G8 719,45025,45030
Phuket,Ahmedabad,G8 22,12:15,20:40,09:55,Via BOM,Daily,G8 364,45031,45032
Phuket,Ahmedabad,G8 74,14:45,07:35,18:20,Via DEL,"M,F,Su",G8 719,45032,45040
Phuket,Ahmedabad,G8 22,12:15,20:40,09:55,Via BOM,"Tu,Th,Sa,Su",G8 364,45033,45044
Phuket,Ahmedabad,G8 74,14:45,07:35,18:20,Via DEL,"W,F,Su",G8 719,45042,45045
Phuket,Ahmedabad,G8 22,12:15,20:40,09:55,Via BOM,Daily,G8 364,45040,45046
Phuket,Ahmedabad,G8 74,14:45,07:25,18:10,Via DEL,"W,F,Su",G8 719,45046,45046
Phuket,Amritsar,G8 22,12:15,20:50,10:05,Via BOM,Daily,G8 2417,45024,45025
Phuket,Amritsar,G8 22,12:15,20:50,10:05,Via BOM,"Tu,Th,Sa,Su",G8 2417,45026,45030
Phuket,Amritsar,G8 22,12:15,20:50,10:05,Via BOM,Daily,G8 2417,45031,45032
Phuket,Amritsar,G8 22,12:15,20:50,10:05,Via BOM,"Tu,Th,Sa,Su",G8 2417,45033,45044
Phuket,Amritsar,G8 22,12:15,20:50,10:05,Via BOM,Daily,G8 2417,45040,45046
Phuket,Bagdogra,G8 74,14:45,08:10,18:55,Via DEL,"M,W,F,Su",G8 3147,45025,45030
Phuket,Bagdogra,G8 74,14:45,08:10,18:55,Via DEL,"M,F,Su",G8 3147,45032,45040
Phuket,Bagdogra,G8 74,14:45,08:10,18:55,Via DEL,"W,F,Su",G8 3147,45042,45046
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,Daily,G8 325,45024,45025
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,"Tu,Th,Sa,Su",G8 325,45026,45030
Phuket,Bengaluru,G8 74,14:45,08:25,19:10,Via DEL,"M,W,F,Su",G8 113,45025,45030
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,Daily,G8 325,45031,45032
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,"Tu,Th,Sa,Su",G8 325,45033,45039
Phuket,Bengaluru,G8 74,14:45,08:25,19:10,Via DEL,"M,F,Su",G8 113,45032,45040
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,"Tu,Sa,Su",G8 325,45040,45043
Phuket,Bengaluru,G8 22,12:15,01:10,14:25,Via BOM,Th,G8 325,45040,45043
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,"Tu,Th,Sa,Su",G8 325,45044,45044
Phuket,Bengaluru,G8 22,12:15,00:30,13:45,Via BOM,Daily,G8 325,45045,45046
Phuket,Bengaluru,G8 42,14:30,17:00,04:00,Non Stop,Daily,-,45024,45046
Phuket,Bengaluru,G8 74,14:45,08:25,19:10,Via DEL,"W,F,Su",G8 113,45042,45046
Phuket,Chandigarh,G8 22,12:15,21:05,10:20,Via BOM,Daily,G8 2506,45024,45025
Phuket,Chandigarh,G8 22,12:15,21:05,10:20,Via BOM,"Tu,Th,Sa,Su",G8 2506,45026,45030
Phuket,Chandigarh,G8 22,12:15,21:05,10:20,Via BOM,Daily,G8 2506,45031,45032
Phuket,Chandigarh,G8 22,12:15,21:05,10:20,Via BOM,"Tu,Th,Sa,Su",G8 2506,45033,45040
Phuket,Chandigarh,G8 22,12:15,21:35,10:50,Via BOM,"Tu,Th,Sa",G8 2506,45041,45044
Phuket,Chandigarh,G8 22,12:15,21:35,10:50,Via BOM,"Tu,W,Th,F,Sa",G8 2506,45045,45045
Phuket,Chandigarh,G8 22,12:15,21:05,10:20,Via BOM,Daily,G8 2506,45040,45046
Phuket,Chennai,G8 22,12:15,02:30,15:45,Via BOM,Sa,G8 4305,45031,45031
Phuket,Chennai,G8 22,12:15,02:30,15:45,Via BOM,Sa,G8 4305,45045,45045
Phuket,Chennai,G8 22,12:15,00:55,14:10,Via BOM,Sa,G8 4305,45046,45046
Phuket,Delhi,G8 22,12:15,06:55,20:10,Via BOM,F,G8 329,45024,45025
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,Daily,G8 341,45025,45025
Phuket,Delhi,G8 22,12:15,00:50,14:05,Via BOM,Daily,G8 345,45024,45025
Phuket,Delhi,G8 22,12:15,23:55,13:10,Via BOM,Daily,G8 322,45024,45025
Phuket,Delhi,G8 22,12:15,23:55,13:10,Via BOM,"Tu,Th,Sa,Su",G8 322,45026,45030
Phuket,Delhi,G8 22,12:15,00:50,14:05,Via BOM,"Tu,Th,Sa,Su",G8 345,45026,45030
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,"Tu,Th,Sa,Su",G8 341,45026,45030
Phuket,Delhi,G8 74,14:45,17:50,04:35,Non Stop,"M,W,F,Su",-,45025,45030
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,Daily,G8 341,45031,45032
Phuket,Delhi,G8 22,12:15,06:55,20:10,Via BOM,F,G8 329,45031,45032
Phuket,Delhi,G8 22,12:15,00:50,14:05,Via BOM,Daily,G8 345,45031,45032
Phuket,Delhi,G8 22,12:15,23:55,13:10,Via BOM,Daily,G8 322,45031,45032
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,"Tu,Th,Sa,Su",G8 341,45033,45036
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,"Sa,Su",G8 341,45037,45040
Phuket,Delhi,G8 74,14:45,17:50,04:35,Non Stop,"M,F,Su",-,45032,45040
Phuket,Delhi,G8 22,12:15,00:50,14:05,Via BOM,"Tu,Th,Sa,Su",G8 345,45033,45044
Phuket,Delhi,G8 22,12:15,23:55,13:10,Via BOM,"Tu,Th,Sa,Su",G8 322,45033,45044
Phuket,Delhi,G8 22,12:15,23:55,13:10,Via BOM,Daily,G8 322,45040,45046
Phuket,Delhi,G8 22,12:15,00:50,14:05,Via BOM,Daily,G8 345,45040,45046
Phuket,Delhi,G8 22,12:15,22:00,11:15,Via BOM,Su,G8 341,45046,45046
Phuket,Delhi,G8 22,12:15,06:55,20:10,Via BOM,F,G8 329,45045,45046
Phuket,Delhi,G8 42,14:30,00:20,11:20,Via BLR,Daily,G8 118,45024,45046
Phuket,Delhi,G8 42,14:30,08:00,19:00,Via BLR,Daily,G8 116,45024,45046
Phuket,Delhi,G8 74,14:45,17:50,04:35,Non Stop,"W,F,Su",-,45042,45046
Phuket,Goa,G8 22,12:15,23:30,12:45,Via BOM,Daily,G8 384,45024,45025
Phuket,Goa,G8 22,12:15,06:10,19:25,Via BOM,Daily,G8 575,45024,45025
Phuket,Goa,G8 22,12:15,06:10,19:25,Via BOM,"Tu,Th,Sa,Su",G8 575,45026,45030
Phuket,Goa,G8 22,12:15,23:30,12:45,Via BOM,"Tu,Th,Sa,Su",G8 384,45026,45030
Phuket,Goa,G8 22,12:15,23:30,12:45,Via BOM,Daily,G8 384,45031,45032
Phuket,Goa,G8 22,12:15,06:10,19:25,Via BOM,Daily,G8 575,45031,45032
Phuket,Goa,G8 22,12:15,06:10,19:25,Via BOM,"Tu,Th,Sa,Su",G8 575,45033,45044
Phuket,Goa,G8 22,12:15,23:30,12:45,Via BOM,"Tu,Th,Sa,Su",G8 384,45033,45044
Phuket,Goa,G8 22,12:15,23:30,12:45,Via BOM,Daily,G8 384,45040,45046
Phuket,Goa,G8 22,12:15,06:10,19:25,Via BOM,Daily,G8 575,45040,45046
Phuket,Hyderabad,G8 74,14:45,23:10,09:55,Via DEL,"M,W,F,Su",G8 422,45025,45030
Phuket,Hyderabad,G8 74,14:45,23:10,09:55,Via DEL,"M,F,Su",G8 422,45032,45040
Phuket,Hyderabad,G8 74,14:45,23:10,09:55,Via DEL,"W,F,Su",G8 422,45042,45046
Phuket,Jaipur,G8 22,12:15,22:30,11:45,Via BOM,Daily,G8 2607,45024,45025
Phuket,Jaipur,G8 42,14:30,09:05,20:05,Via BLR,Daily,G8 3121,45026,45029
Phuket,Jaipur,G8 22,12:15,22:30,11:45,Via BOM,"Tu,Th,Sa,Su",G8 2607,45026,45030
Phuket,Jaipur,G8 22,12:15,22:30,11:45,Via BOM,Daily,G8 2607,45031,45032
Phuket,Jaipur,G8 42,14:30,09:05,20:05,Via BLR,"M,Tu,W,F,Sa,Su",G8 3121,45030,45035
Phuket,Jaipur,G8 22,12:15,22:30,11:45,Via BOM,"Tu,Th,Sa,Su",G8 2607,45033,45044
Phuket,Jaipur,G8 22,12:15,22:30,11:45,Via BOM,Daily,G8 2607,45040,45046
Phuket,Jaipur,G8 42,14:30,09:05,20:05,Via BLR,Daily,G8 3121,45033,45046
Phuket,Kolkata,G8 74,14:45,08:00,18:45,Via DEL,"M,F,Su",G8 101,45025,45030
Phuket,Kolkata,G8 74,14:45,08:00,18:45,Via DEL,W,G8 101,45028,45030
Phuket,Kolkata,G8 74,14:45,08:00,18:45,Via DEL,"M,F,Su",G8 101,45032,45040
Phuket,Kolkata,G8 74,14:45,08:00,18:45,Via DEL,"W,F,Su",G8 101,45042,45046
Phuket,Mumbai,G8 22,12:15,15:25,04:40,Non Stop,Daily,-,45024,45025
Phuket,Mumbai,G8 42,14:30,23:55,10:55,Via BLR,Daily,G8 399,45024,45027
Phuket,Mumbai,G8 42,14:30,00:35,11:35,Via BLR,Daily,G8 399,45026,45028
Phuket,Mumbai,G8 22,12:15,15:25,04:40,Non Stop,"Tu,Th,Sa,Su",-,45026,45030
Phuket,Mumbai,G8 74,14:45,09:40,20:25,Via DEL,"M,W,F,Su",G8 334,45025,45030
Phuket,Mumbai,G8 74,14:45,04:50,15:35,Via DEL,"M,W,F,Su",G8 2501,45025,45030
Phuket,Mumbai,G8 74,14:45,01:00,11:45,Via DEL,"M,W,F,Su",G8 354,45025,45030
Phuket,Mumbai,G8 22,12:15,15:25,04:40,Non Stop,Daily,-,45031,45032
Phuket,Mumbai,G8 42,14:30,23:55,10:55,Via BLR,Daily,G8 399,45026,45039
Phuket,Mumbai,G8 42,14:30,22:50,09:50,Via BLR,"M,Th",G8 399,45040,45040
Phuket,Mumbai,G8 74,14:45,01:00,11:45,Via DEL,"M,F,Su",G8 354,45032,45040
Phuket,Mumbai,G8 74,14:45,04:50,15:35,Via DEL,"M,F,Su",G8 2501,45032,45040
Phuket,Mumbai,G8 74,14:45,09:40,20:25,Via DEL,"M,F,Su",G8 334,45032,45040
Phuket,Mumbai,G8 42,14:30,22:50,09:50,Via BLR,Th,G8 399,45041,45043
Phuket,Mumbai,G8 22,12:15,15:25,04:40,Non Stop,"Tu,Th,Sa,Su",-,45033,45044
Phuket,Mumbai,G8 22,12:15,15:25,04:40,Non Stop,Daily,-,45040,45046
Phuket,Mumbai,G8 42,14:30,23:55,10:55,Via BLR,"M,Tu,W,F,Sa,Su",G8 399,45041,45046
Phuket,Mumbai,G8 74,14:45,09:40,20:25,Via DEL,"W,F,Su",G8 334,45042,45046
Phuket,Mumbai,G8 74,14:45,04:50,15:35,Via DEL,"W,F,Su",G8 2501,45042,45046
Phuket,Mumbai,G8 74,14:45,01:00,11:45,Via DEL,"W,F,Su",G8 354,45046,45046
Phuket,Nagpur,G8 22,12:15,20:15,09:30,Via BOM,Daily,G8 344,45024,45025
Phuket,Nagpur,G8 22,12:15,20:15,09:30,Via BOM,"Tu,Th,Sa,Su",G8 344,45026,45030
Phuket,Nagpur,G8 22,12:15,20:15,09:30,Via BOM,Daily,G8 344,45031,45032
Phuket,Nagpur,G8 22,12:15,20:15,09:30,Via BOM,"Tu,Th,Sa,Su",G8 344,45033,45044
Phuket,Nagpur,G8 22,12:15,20:15,09:30,Via BOM,Daily,G8 344,45040,45046
Phuket,Patna,G8 42,14:30,07:35,18:35,Via BLR,Daily,G8 873,45024,45046
Phuket,Srinagar,G8 74,14:45,06:45,17:30,Via DEL,"M,W,F,Su",G8 190,45025,45030
Phuket,Srinagar,G8 74,14:45,06:45,17:30,Via DEL,"M,F,Su",G8 190,45032,45040
Phuket,Srinagar,G8 74,14:45,06:45,17:30,Via DEL,"W,F,Su",G8 190,45042,45046
Port Blair,Ahmedabad,G8 803,14:10,19:30,05:20,Via BLR,"M,Tu,W,Th,F,Su",G8 803,45029,45030
Port Blair,Ahmedabad,G8 803,14:10,19:30,05:20,Via BLR,Daily,G8 803,45031,45033
Port Blair,Ahmedabad,G8 803,14:10,19:30,05:20,Via BLR,Daily,G8 803,45033,45046
Port Blair,Bengaluru,G8 803,14:10,16:40,02:30,Non Stop,"M,Tu,W,Th,F,Su",-,45025,45030
Port Blair,Bengaluru,G8 803,14:10,16:40,02:30,Non Stop,Daily,-,45026,45033
Port Blair,Bengaluru,G8 803,14:10,16:40,02:30,Non Stop,Daily,-,45033,45046
Port Blair,Chennai,G8 304,11:05,13:10,02:05,Non Stop,"M,Tu,W,Th,F,Sa",-,45024,45033
Port Blair,Chennai,G8 304,13:20,15:30,02:10,Non Stop,Su,-,45024,45033
Port Blair,Chennai,G8 6101,07:55,10:00,02:05,Non Stop,Su,-,45026,45038
Port Blair,Chennai,G8 304,13:20,15:30,02:10,Non Stop,Su,-,45038,45047
Port Blair,Chennai,G8 304,11:05,13:10,02:05,Non Stop,"M,Tu,W,Th,F,Sa",-,45038,45047
Port Blair,Chennai,G8 6101,07:55,10:00,02:05,Non Stop,Su,-,45040,45221
Port Blair,Delhi,G8 102,11:45,17:10,05:25,Via CCU,"Tu,W,Th,F",G8 102,45027,45030
Port Blair,Delhi,G8 6103,07:45,11:20,03:35,Non Stop,Sa,-,45024,45030
Port Blair,Delhi,G8 803,14:10,00:20,10:10,Via BLR,"M,Tu,W,Th,F,Su",G8 118,45025,45030
Port Blair,Delhi,G8 803,14:10,00:20,10:10,Via BLR,Daily,G8 118,45026,45033
Port Blair,Delhi,G8 102,11:45,17:10,05:25,Via CCU,"Tu,W,Th,F",G8 102,45041,45044
Port Blair,Delhi,G8 6103,07:45,11:20,03:35,Non Stop,Sa,-,45032,45044
Port Blair,Delhi,G8 803,14:10,00:20,10:10,Via BLR,Daily,G8 118,45033,45046
Port Blair,Delhi,G8 102,11:45,17:10,05:25,Via CCU,"M,Sa,Su",G8 102,45024,45226
Port Blair,Delhi,G8 6103,07:45,11:20,03:35,Non Stop,Sa,-,45046,45227
Port Blair,Kochi,G8 803,14:10,18:50,04:40,Via BLR,W,G8 542,45028,45028
Port Blair,Kochi,G8 803,14:10,18:50,04:40,Via BLR,W,G8 542,45042,45042
Port Blair,Kolkata,G8 102,11:45,13:55,02:10,Non Stop,"Tu,W,Th,F",-,45027,45030
Port Blair,Kolkata,G8 102,11:45,13:55,02:10,Non Stop,"Tu,W,Th,F",-,45041,45044
Port Blair,Kolkata,G8 102,11:45,13:55,02:10,Non Stop,"M,Sa,Su",-,45024,45226
Port Blair,Mumbai,G8 803,14:10,23:55,09:45,Via BLR,"M,Tu,W,Th,F,Su",G8 399,45025,45027
Port Blair,Mumbai,G8 803,14:10,00:35,10:25,Via BLR,"M,Tu,W,Th,F,Su",G8 399,45028,45028
Port Blair,Mumbai,G8 803,14:10,23:55,09:45,Via BLR,"M,Tu,W,Th,F,Su",G8 399,45029,45030
Port Blair,Mumbai,G8 304,13:20,18:00,04:40,Via MAA,Su,G8 304,45024,45033
Port Blair,Mumbai,G8 304,11:05,15:40,04:35,Via MAA,"M,Tu,W,Th,F,Sa",G8 304,45024,45033
Port Blair,Mumbai,G8 6101,07:55,18:00,10:05,Via MAA,Su,G8 304,45026,45033
Port Blair,Mumbai,G8 803,14:10,23:55,09:45,Via BLR,Daily,G8 399,45031,45033
Port Blair,Mumbai,G8 6101,07:55,18:00,10:05,Via MAA,Su,G8 304,45038,45038
Port Blair,Mumbai,G8 803,14:10,23:55,09:45,Via BLR,Daily,G8 399,45033,45039
Port Blair,Mumbai,G8 803,14:10,22:50,08:40,Via BLR,"M,Th",G8 399,45040,45040
Port Blair,Mumbai,G8 803,14:10,22:50,08:40,Via BLR,Th,G8 399,45041,45043
Port Blair,Mumbai,G8 803,14:10,23:55,09:45,Via BLR,"M,Tu,W,F,Sa,Su",G8 399,45041,45046
Port Blair,Mumbai,G8 304,11:05,15:40,04:35,Via MAA,"M,Tu,W,Th,F,Sa",G8 304,45038,45047
Port Blair,Mumbai,G8 304,13:20,18:00,04:40,Via MAA,Su,G8 304,45038,45047
Port Blair,Mumbai,G8 6101,07:55,18:00,10:05,Via MAA,Su,G8 304,45040,45047
Port Blair,Pune,G8 803,14:10,20:00,05:50,Via BLR,"M,Tu,W,Th,F,Su",G8 241,45025,45030
Port Blair,Pune,G8 803,14:10,20:00,05:50,Via BLR,Daily,G8 241,45026,45033
Port Blair,Pune,G8 803,14:10,20:00,05:50,Via BLR,Daily,G8 241,45033,45046
Pune,Abu Dhabi,G8 176,04:40,21:45,18:35,Via DEL,"M,Tu,W,Th,F,Su",G8 75,45024,45226
Pune,Abu Dhabi,G8 176,03:50,21:45,19:25,Via DEL,Sa,G8 75,45024,45226
Pune,Abu Dhabi,G8 367,12:55,21:45,10:20,Via DEL,"M,Tu,W,Th,F,Su",G8 75,45024,45227
Pune,Bagdogra,G8 172,21:15,08:10,10:55,Via DEL,Daily,G8 3147,45024,45050
Pune,Bagdogra,G8 2541,19:35,08:10,12:35,Via DEL,Daily,G8 3147,45024,45050
Pune,Bagdogra,G8 176,03:50,15:45,11:55,Via DEL,Sa,G8 157,45024,45226
Pune,Bagdogra,G8 176,04:40,15:45,11:05,Via DEL,"M,Tu,W,Th,F,Su",G8 157,45024,45226
Pune,Bangkok,G8 172,21:15,13:45,15:00,Via DEL,"M,W,F",G8 37,45026,45030
Pune,Bangkok,G8 2541,19:35,13:45,16:40,Via DEL,"M,W,F",G8 37,45026,45030
Pune,Bangkok,G8 172,21:15,13:45,15:00,Via DEL,"M,Tu,W,F",G8 37,45033,45040
Pune,Bangkok,G8 2541,19:35,13:45,16:40,Via DEL,"M,Tu,W,F",G8 37,45033,45040
Pune,Bangkok,G8 172,21:15,13:45,15:00,Via DEL,"W,F",G8 37,45042,45044
Pune,Bangkok,G8 2541,19:35,13:45,16:40,Via DEL,"W,F",G8 37,45042,45044
Pune,Bengaluru,G8 242,20:50,22:15,01:25,Non Stop,Daily,-,45024,45227
Pune,Delhi,G8 176,04:40,06:45,02:05,Non Stop,"M,Tu,W,Th,F,Su",-,45024,45226
Pune,Delhi,G8 176,03:50,06:00,02:10,Non Stop,Sa,-,45024,45226
Pune,Delhi,G8 172,21:15,23:25,02:10,Non Stop,Daily,-,45024,45227
Pune,Delhi,G8 2541,19:35,21:45,02:10,Non Stop,Daily,-,45024,45227
Pune,Delhi,G8 367,12:55,15:00,02:05,Non Stop,"M,Tu,W,Th,F,Su",-,45024,45227
Pune,Goa,G8 172,21:15,13:20,16:05,Via DEL,Daily,G8 286,45024,45226
Pune,Goa,G8 176,04:40,13:20,08:40,Via DEL,"M,Tu,W,Th,F,Su",G8 286,45024,45226
Pune,Goa,G8 176,03:50,13:20,09:30,Via DEL,Sa,G8 286,45024,45226
Pune,Goa-New Goa,G8 242,20:50,09:25,12:35,Via BLR,Daily,G8 2122,45024,45050
Pune,Guwahati,G8 176,04:40,14:55,10:15,Via DEL,"M,Tu,W,Th,F,Su",G8 151,45024,45046
Pune,Guwahati,G8 176,03:50,14:55,11:05,Via DEL,Sa,G8 151,45024,45046
Pune,Hyderabad,G8 367,12:55,23:10,10:15,Via DEL,"M,Tu,W,Th,F,Su",G8 422,45024,45227
Pune,Jaipur,G8 242,20:50,09:05,12:15,Via BLR,Daily,G8 3121,45026,45029
Pune,Jaipur,G8 242,20:50,09:05,12:15,Via BLR,"M,Tu,W,F,Sa,Su",G8 3121,45030,45035
Pune,Jaipur,G8 242,20:50,09:05,12:15,Via BLR,Daily,G8 3121,45033,45050
Pune,Jammu,G8 176,04:40,14:10,09:30,Via DEL,"M,Tu,Th,F,Su",G8 697,45024,45224
Pune,Jammu,G8 176,03:50,14:10,10:20,Via DEL,Sa,G8 697,45024,45224
Pune,Kolkata,G8 172,21:15,08:00,10:45,Via DEL,"M,Tu,Th,F,Sa,Su",G8 101,45024,45046
Pune,Kolkata,G8 2541,19:35,08:00,12:25,Via DEL,"M,Tu,Th,F,Sa,Su",G8 101,45024,45046
Pune,Kolkata,G8 172,21:15,08:00,10:45,Via DEL,W,G8 101,45028,45055
Pune,Kolkata,G8 2541,19:35,08:00,12:25,Via DEL,W,G8 101,45028,45055
Pune,Leh,G8 172,21:15,06:15,09:00,Via DEL,Daily,G8 205,45024,45050
Pune,Leh,G8 2541,19:35,06:15,10:40,Via DEL,Daily,G8 205,45024,45050
